학번, 패스워드, 이름, 생년월일, 전화번호, 메일, 학과, 학년, 성적, 메모
2022530675,rifnfdzdttewgagb,정주하,19940110,01085355807,anyntpwub@knu.ac.kr,사회복지학부,4,4.15,-
2010996665,sprjeacuzzsegqlx,박다은,19900127,01011025682,jjpjxpxwx@knu.ac.kr,원예과학과,2,0.63,-
2015591193,bnhvfxmbuvhpzfci,김다온,20040613,01056217644,alysbghuh@knu.ac.kr,화학과,4,1.65,-
2023929773,qtkfevlismffwhqg,박태윤,19810424,01046904355,ejrjgbpfw@knu.ac.kr,영어영문학과,1,3.67,-
2008122886,ynopphkwqmjkwusx,박주안,19801013,01050708257,lqzcudjhv@knu.ac.kr,불어불문학과,1,2.05,-
2019038999,uhecnbjkbftxvssy,이재현,20040205,01069155750,cssasuete@knu.ac.kr,사회학과,2,3.63,-
2010172375,ttckeiuempeznmnj,박지민,20051127,01021053436,jhvgljwbq@knu.ac.kr,응용화학과,4,1.72,-
2020862217,bkalakmhdxrxhuzz,이승우,19930107,01001378714,fmhwlfzdv@knu.ac.kr,식품공학부,3,3.44,-
2019139751,qfqxgnvieokqjbkp,이예찬,19890710,01059818229,uanyemiao@knu.ac.kr,통계학과,1,0.16,-
2001545637,artqkaticozmkiwe,최서윤,19991214,01034981543,wapmqifvv@knu.ac.kr,신소재공학부,3,4.02,-
2025363258,ubuworzrlrndskeu,정도윤,19870714,01016382731,puxfjjafw@knu.ac.kr,불어불문학과,4,3.30,-
2003425908,eeiovskuzxdlvixy,이소율,19940311,01064145505,mbznbftiz@knu.ac.kr,국어국문학과,2,0.60,-
2012308330,zveejgrpczrurgni,이시연,19881021,01065772973,qfmmmiikz@knu.ac.kr,건축학부,4,0.46,-
2003293946,fwcqjrboqpmsysfz,신시아,19910410,01012102184,zhgilgvfb@knu.ac.kr,사학과,3,4.13,-
2017872488,hqujjllggivwmznq,한서우,19920910,01073336813,sfjvginjs@knu.ac.kr,응용생명과학부,4,1.70,-
2006768859,fgxvocoxdzfmhxsh,권민준,20010302,01072006874,uipkzpyuh@knu.ac.kr,경제통상학부,2,3.46,-
2000120212,vkokvbzkfztbmkqn,권연서,19971027,01033998515,uuygkyqqc@knu.ac.kr,우주공학부,3,0.23,-
2025251553,xcgognyfuzhidtuv,권준,19800518,01025194534,naifeaxso@knu.ac.kr,의류학과식품영양학과,4,1.95,-
2011264779,ixnvhswvzqznuskt,이세아,20010603,01024920797,rqlkznzgh@knu.ac.kr,체육교육과,2,3.03,-
2002497875,csfmqfgdjalaamte,최지후,19931226,01038074359,vlpqiwwtu@knu.ac.kr,사학과,1,4.16,-
2015678666,qmiodttdxausndaz,김윤재,19940211,01011080502,dpvnbttsc@knu.ac.kr,불어불문학과,1,2.86,-
2004230770,jjyyktbdexgjzrpk,박도윤,19921012,01066721774,kbhgrovxu@knu.ac.kr,지구시스템과학부,4,0.69,-
2022392468,rpbpkxdivyfyhlqs,이나은,19970605,01034547897,fcwqhbfdm@knu.ac.kr,일어일문학과,3,3.86,-
2017079967,xexoxjkhzbvvmupd,이시후,20030610,01046525397,vkpkefkdq@knu.ac.kr,불어불문학과,1,0.01,-
2003853742,msfrpzbjyfyxtmyo,박주안,20050414,01042341293,lyrwlkjrw@knu.ac.kr,심리학과,2,4.00,-
2019266350,hfuaeazbircnkbmo,서지성,19930323,01044872836,nuznqvwmc@knu.ac.kr,생명공학부,4,4.28,-
2011288880,ldlhdfqtpuotdrom,박예나,19980621,01038397427,pkqnytkuw@knu.ac.kr,생물교육과,4,2.98,-
2010437400,xzqblmupqhtlapvn,박재윤,19891109,01047359464,ehhodyddp@knu.ac.kr,정치외교학과,3,4.16,-
2023769683,exekoednvzsrhlte,정율,19890619,01004311047,kwxmsvlzs@knu.ac.kr,치의예과,1,4.06,-
2007469068,zejwvwqhurpoajkw,김태양,19830426,01058475243,bzgqkzdzo@knu.ac.kr,심리학과,1,0.89,-
2023996755,ygliuhmgxhxfdcmf,권예은,19940219,01062344483,qqordrfcw@knu.ac.kr,수의예과,2,2.73,-
2024019888,jcsmxtafdufqftwe,서지안,19830510,01009702637,oetjevksv@knu.ac.kr,전자공학부,1,1.54,-
2006156501,jnuhqxnzlynwjrhk,한서희,20020604,01051751091,otdghjhwz@knu.ac.kr,한문학과,1,3.83,-
2019425179,rvyireexgtqymbme,신윤성,20000314,01064774467,xxwvwkazh@knu.ac.kr,원예과학과,1,3.45,-
2015199926,yjvnqeqszwhekfuv,권도연,19910913,01065230615,yokgfehlt@knu.ac.kr,교육학과,3,0.68,-
2022443287,bhgwlqmfrkewmazd,김채은,19840423,01014730727,kgtspkvht@knu.ac.kr,문헌정보학과,1,3.19,-
2004964761,ztmkcxdywxkxgubw,최서우,20000316,01033318297,gqjsfnxsw@knu.ac.kr,체육교육과,3,3.77,-
2004005294,rnfksgqkbzfctzpn,김지민,19930612,01011393323,qtriugqyq@knu.ac.kr,일반사회교육과,3,2.26,-
2014017377,bschtrmomvqicxkx,박민재,20061119,01009895002,xynawzdnz@knu.ac.kr,식품자원경제학과,3,4.11,-
2015347239,oiehtkgfdwzdyxeq,김지호,19820903,01085792719,fpixettwv@knu.ac.kr,국악학과,4,4.29,-
2005147263,lrlynvosmuxacucc,이재민,19821010,01063615826,lnjaxfvox@knu.ac.kr,사학과,3,4.14,-
2010144159,udcyabvdrhmsbwij,윤하진,20020424,01018605312,qmcidiubq@knu.ac.kr,기계공학부,3,2.88,-
2019867092,cxcvbfmlcewjlqim,이나현,20040213,01059432644,tetvzfcdq@knu.ac.kr,응용화학과,4,4.01,-
2008986402,rqfavrrgcloxvjvt,김나은,19960819,01011727135,hlnbizduw@knu.ac.kr,바이오섬유소재학과,4,3.66,-
2000604996,lviydkmgvxzgtgnr,최채아,19960110,01066884605,lorjqduog@knu.ac.kr,생물학과,1,3.62,-
2024673356,jqgntuiwsbwqhlkv,권지윤,20060526,01061194480,nccijrgdy@knu.ac.kr,지구시스템과학부,2,1.71,-
2021296113,wkvaixemjoflusuw,박동현,19990510,01070403614,hvyqapwhz@knu.ac.kr,역사교육과,1,0.65,-
2007141071,hdezdquvlwjpjetz,신아영,20020320,01027621919,umewczdtt@knu.ac.kr,지구시스템과학부,4,0.71,-
2004609559,qvkjqyfkhabtqtqw,김우진,20001123,01063581792,wlnbjvuqe@knu.ac.kr,노어노문학과,4,4.17,-
2006399475,vgeejlcckmncblci,김민재,19870706,01011123106,nspcofczt@knu.ac.kr,철학과,1,1.58,-
2018640763,yvtxqejzvbxlxyid,김지한,19801218,01010499128,wzdabwwrz@knu.ac.kr,생물학과,3,0.30,-
2024192575,kwkvwlqfjeajyacr,박준영,19830119,01040424039,eietpkqwh@knu.ac.kr,사회복지학부,3,4.06,-
2010066654,edmetzcbbdabdxvm,이혜원,19911103,01089543284,nahaiiqku@knu.ac.kr,지구시스템과학부,2,3.47,-
2004301943,fgpeejedmtrlhvvm,최채아,19940304,01083728611,kfikuqpop@knu.ac.kr,윤리교육과,4,2.26,-
2018946875,klbxempebotaobka,이나연,19801104,01041760623,kofwsexlw@knu.ac.kr,가정교육과,3,1.18,-
2009145855,rlqbaxhaduevgjbz,김준영,19811221,01007312947,dwjmuwnlc@knu.ac.kr,국어국문학과,3,1.17,-
2016979052,mawmgzwdxryvmrhc,김나윤,19860726,01004268004,sfaiylfur@knu.ac.kr,가정교육과,4,0.35,-
2004779306,skmhrssvrhmjckrl,김서은,19841023,01025371774,fqxtyiphr@knu.ac.kr,통계학과,1,2.72,-
2010271766,hospafzlekjbvjxx,최이안,19931204,01025077714,tpnrezhps@knu.ac.kr,생명공학부,4,2.03,-
2023091076,lgdaedpgodtvgcnl,김시현,20020711,01034775645,wexoomaei@knu.ac.kr,국악학과,2,4.07,-
2013516959,vgnlbkmxxedanydq,박윤서,20000810,01024430639,xiastjyov@knu.ac.kr,융합학부,3,0.22,-
2008924653,fzltjbgdhwkxmimr,김가은,19940302,01044073669,bsdshnomp@knu.ac.kr,건축학부,3,1.17,-
2014918693,yhzggrctrhhjwchy,이이준,19931104,01035790455,dbgupkoux@knu.ac.kr,경제통상학부,2,0.15,-
2018638568,eqfzlurmtcpkyzyd,이서윤,19800917,01003815793,pbmwqfisz@knu.ac.kr,생물학과,4,0.67,-
2014608665,vvewcryktozoouxu,김은성,19820815,01099914136,grmfznpsn@knu.ac.kr,영어교육과,2,0.18,-
2023727272,psvokhaccuvazfyj,김예준,19851105,01095577931,hkrlyibbj@knu.ac.kr,바이오섬유소재학과,3,3.86,-
2012497906,ezximgammangwhpo,김시현,19910107,01016497801,xighjrodj@knu.ac.kr,원예과학과,2,2.22,-
2019937319,clfkyczbuumtgkui,김서율,19900222,01054548552,rbmsqnnly@knu.ac.kr,화학공학과,2,1.23,-
2020740044,sidpmbjralafejed,윤민규,20050303,01046379059,aqxmaooou@knu.ac.kr,수학교육과,4,2.56,-
2008758061,bsfmdywohvflvyfu,한우빈,19880609,01011349659,lhkjdnxvu@knu.ac.kr,스마트모빌리티공학과,3,0.28,-
2004188398,jcnzhjwcpwegxaaz,김우주,20050214,01058909344,gqcdmpbcx@knu.ac.kr,물리교육과,4,4.04,-
2005027773,elspshfvprfwkifu,박은호,19820907,01003751621,qmufrsnet@knu.ac.kr,우주공학부,3,1.01,-
2013646654,zvmfovodmgpvunrx,김지후,19940716,01039559611,ybstnlbqj@knu.ac.kr,가정교육과,1,0.53,-
2011928940,jcjkudfpmpqazvks,한도현,19910402,01034243574,lcsvbqbof@knu.ac.kr,아동학부,2,2.57,-
2000215069,frvspwhstqqbfjfb,이시은,20010624,01050036754,peblryaso@knu.ac.kr,유럽어교육학부,1,3.21,-
2003652115,hnmsnwifdpkqfxur,박유나,19930314,01074864002,edkztpxzv@knu.ac.kr,심리학과,1,0.88,-
2019469061,tenmhfhktjchgwst,이나현,19891211,01099357243,jmkpvsusu@knu.ac.kr,화학교육과,4,0.34,-
2004824754,lfzdzyamvvhqnvhb,정소연,19880820,01004819377,ohynmfers@knu.ac.kr,식품공학부,3,1.58,-
2016046741,qeqznbshojrxzsbn,황민규,19961120,01068283544,ludrglxsr@knu.ac.kr,토목공학과,4,2.19,-
2021917270,sqhpddxsdiyzgzfk,이유주,19871010,01000901067,kwpgqlqqt@knu.ac.kr,철학과,3,1.34,-
2002977248,vpdjplzacdidggvk,김예린,19890209,01062898471,zbtqhjmtq@knu.ac.kr,간호학과,3,3.14,-
2006247325,vqzfbetpnmnwquqi,이준수,19891115,01060660876,xruunicbo@knu.ac.kr,미디어커뮤니케이션학과,3,0.87,-
2002979868,wawpcvbsotoyedth,김소이,19880303,01015600425,xozfvvidi@knu.ac.kr,약학과,4,3.72,-
2023539196,lpzqjmtayanxjolh,신하연,19840220,01004724987,kertfqrgq@knu.ac.kr,바이오섬유소재학과,3,0.62,-
2005139881,jgwlkpwympdppoeo,김하윤,19951203,01026232677,cssaogext@knu.ac.kr,의예과,2,4.24,-
2025408891,ppibdywvxnnopqjk,서우주,19910328,01057315184,tgrmkzllj@knu.ac.kr,응용생명과학부,2,1.96,-
2018895986,hlsqsywgxglukdlz,김시온,19970729,01000601572,kgkvaeoyv@knu.ac.kr,간호학과,4,2.74,-
2007585362,rrmpsfveaiziuevz,박민찬,20000713,01048247390,szndkgdsp@knu.ac.kr,노어노문학과,1,0.76,-
2018169302,bjsbfimmpjwbczie,이아영,20030103,01007958281,ppvneaohq@knu.ac.kr,역사교육과,3,3.66,-
2002883239,uyxskslsttzpuiux,박채아,20020717,01018671843,ifhgvkbgp@knu.ac.kr,화학공학과,3,3.10,-
2016009945,lvxvoykqtzihhlpl,이동현,19961026,01089292172,qwxayuswx@knu.ac.kr,행정학부,4,1.11,-
2012319063,rwxxkeupxgoekthx,권수연,19890610,01027489979,hyknahebe@knu.ac.kr,컴퓨터학부,2,1.83,-
2015295374,hmvlnwtlxlmhqqor,김민재,20010810,01029474958,fysgxuroe@knu.ac.kr,화학과,4,0.21,-
2004860933,msoyrbtpnvypujql,이소은,20030501,01018553597,efifbgxvh@knu.ac.kr,고분자공학과,4,2.89,-
2000442291,yuvaieyorhpvvpub,권윤성,19970308,01027516131,plgammqrf@knu.ac.kr,사회학과,4,0.77,-
2019358262,xlgomcwhoiyvurnr,김서진,20011017,01039889343,ujqxyyjql@knu.ac.kr,정치외교학과,4,4.26,-
2003166872,vgijzdyniifjipqz,김윤지,19810304,01016983314,pfjlkdgal@knu.ac.kr,약학과,1,0.96,-
2008614597,kbskkjzuardcdtmf,이지한,19870605,01087395043,geuhdipxq@knu.ac.kr,음악학과,2,3.12,-
2015781830,xbhsfiftwjzipfej,한은호,20061228,01007184738,dleaktfhc@knu.ac.kr,사학과,3,3.68,-
2002575867,dpdigscltfrthvcw,박민혁,19820620,01014582913,dzbmeeytv@knu.ac.kr,치의예과,3,2.09,-
2002303400,cvcdtbyboixyqyfj,이시원,19871028,01001596041,oibrqgfmk@knu.ac.kr,지구과학교육과,4,3.85,-
2001431206,elfvmjwnrakmehet,한이준,19870327,01058202814,huvyfgbxe@knu.ac.kr,건축학부,1,2.30,-
2019768925,cpihrzhzdxcbpqnt,이은호,19820807,01017566818,jgcqtnzlv@knu.ac.kr,간호학과,2,2.99,-
2019605316,cgnchiiejiegnvct,한예은,19940311,01050253880,mfkwgjvnd@knu.ac.kr,고고인류학과,2,1.34,-
2014389764,aeilhoyaapqnbiyp,윤유진,19831206,01006619383,vqdpkacjm@knu.ac.kr,철학과,1,4.24,-
2004774499,cxbhyituvadatkyh,김예지,19890819,01056533971,cnrnoibdj@knu.ac.kr,우주공학부,3,3.55,-
2015975584,bqibvskkodpjpaef,이유찬,19960815,01031939707,bkphjzfhv@knu.ac.kr,한문학과,4,2.13,-
2016135525,vftxpbhazthrdkiu,김서진,19980315,01024476401,ijnkkkmud@knu.ac.kr,미술학과,4,2.55,-
2013282506,fjhojverbenjqyff,최채은,20041012,01002813727,cipdkuvsx@knu.ac.kr,체육교육과,1,3.54,-
2011067330,hzdpephhcqnbnzjo,이우주,19850127,01006553951,uagmqojwx@knu.ac.kr,약학과,4,3.12,-
2015520212,ytdzfqtxnjdrfptq,최채원,19800501,01047620258,lstsrkzaf@knu.ac.kr,에너지공학부,4,4.02,-
2019985059,fvdftuyqhxhjvwzt,박정민,19840621,01084426396,xvyejuvlq@knu.ac.kr,화학과,3,3.58,-
2021518845,vtritftrdcsihjsw,김채원,19931025,01026868816,rucbbrgzr@knu.ac.kr,국어교육과,1,4.29,-
2002440646,vwonecejpzsbxgsq,최서현,19920626,01089854356,bpzdlvlso@knu.ac.kr,행정학부,3,0.14,-
2005200063,pfuucpbdfqxehzty,최예진,19820908,01043122403,lhghsuxnc@knu.ac.kr,화학공학과,4,1.79,-
2006500549,girhgjxlcesttraz,김예찬,19821001,01010220165,giqgsoywe@knu.ac.kr,융합학부,3,1.57,-
2000033300,vwcgeaxjoukkwrma,강하진,19810810,01014841260,istobpwex@knu.ac.kr,원예과학과,3,2.27,-
2004318665,diwniklorqkxpxxh,김민지,19810924,01078996197,hnceprsji@knu.ac.kr,디자인학과,3,2.62,-
2001925471,sgqfkmryhxnlougq,김민재,19941010,01082061776,aoyohpnpg@knu.ac.kr,일어일문학과,4,1.18,-
2008240973,pcdzfopbhyewfmdc,박혜원,20050709,01047185701,grdfzjnhs@knu.ac.kr,아동학부,3,2.71,-
2002205726,naqsryqvbucpxclh,박수호,20000528,01038353002,fsqtkcojt@knu.ac.kr,일어일문학과,4,1.29,-
2019433506,gqtcjetfptompbme,김준혁,20050824,01062657487,blzuzjkco@knu.ac.kr,사회복지학부,2,4.29,-
2018505608,aqnlmepesnvrveur,박지오,19880919,01015840235,uchlmvhrv@knu.ac.kr,불어불문학과,2,2.40,-
2014281005,dcwcdsswygatxpkh,강한결,19861127,01047910206,xbyyfspva@knu.ac.kr,한문학과,1,2.45,-
2000050111,wxgkwkiryzywfjkw,전준,19930120,01083496898,mqhxevtio@knu.ac.kr,토목공학과,3,2.15,-
2018634224,lhrbpmyzhabviouf,김예원,19900428,01070199874,yhkkzytsh@knu.ac.kr,컴퓨터학부,3,3.07,-
2015163502,qsihvkupnrxzneyt,오태현,20030213,01055161471,tmmkyvgsz@knu.ac.kr,물리학과,1,4.22,-
2005995055,utcvbtkujdmtvkdp,서정우,19960208,01093972817,hoavymclz@knu.ac.kr,전기공학과,1,4.15,-
2017457156,vuluuidfkvlimvap,윤민혁,19970615,01086515675,damrhidwh@knu.ac.kr,영어교육과,2,3.14,-
2004174781,hpeewkppshlvargx,이지은,20010810,01081095288,nrnosnkrv@knu.ac.kr,생물교육과,2,4.30,-
2004880885,ysysjwvuevaiegtn,이연우,19941128,01035238173,hgplmpwqg@knu.ac.kr,식품자원경제학과,4,2.58,-
2007320116,dgsqnrsfjdonltah,이은찬,20030225,01025792292,tbumcsshm@knu.ac.kr,물리학과,1,4.25,-
2007351025,bijwyfmynicbstre,임서아,20051113,01012623562,thdlecsbs@knu.ac.kr,의류학과식품영양학과,1,1.16,-
2023304225,alnkeffamctsusbm,김도윤,19831018,01075675302,sdwzhwfjz@knu.ac.kr,수학교육과,2,2.35,-
2004050521,bywqbxwjrptwnoew,김지원,20010919,01092589419,ejmdzpwfh@knu.ac.kr,가정교육과,3,0.57,-
2001123862,qrixuxokiiyjywgd,장서진,19880721,01008172059,twtsrmewl@knu.ac.kr,섬유시스템공학과,1,4.29,-
2012283504,sdlwknarkjnbbyqy,박지안,19980203,01055702212,kpwjxohwj@knu.ac.kr,일반사회교육과,2,2.27,-
2000253115,xgrorghhyhrgijwz,오채린,19890826,01077532522,mkoenpbeg@knu.ac.kr,환경공학과,4,4.05,-
2007024442,depubjyglzqkwmet,이예린,19900315,01045579916,lsgqoqgtv@knu.ac.kr,약학과,2,2.87,-
2014638983,iqttfdbzvbpxaquu,김지후,19810615,01041420269,oocjgfdqc@knu.ac.kr,농업토목ㆍ생물산업공학부,3,0.26,-
2010592382,lmigydfiookhhcyo,이수빈,20061211,01038429431,gxtomjhlt@knu.ac.kr,사회복지학부,2,0.34,-
2004746230,kklusffowselgxtf,박도현,20060205,01077620873,mwkwhltnk@knu.ac.kr,식물의학과,4,3.00,-
2025080095,wpjzbqoziydbqwej,강하율,19910620,01049009660,xitqvxglg@knu.ac.kr,의예과,1,0.04,-
2025261539,umlyeammqlbgcody,오민성,19900826,01020440013,vkeecsakb@knu.ac.kr,사회복지학부,1,2.94,-
2013787785,rwjzcoszolpziwaz,황서우,19911122,01041482922,qwieduszf@knu.ac.kr,사회학과,2,2.56,-
2019386437,supdninqhxwayfva,김민아,19830822,01064855407,qspyoalbj@knu.ac.kr,교육학과,3,0.74,-
2000362086,exzlpcuottjzzciu,김민아,20020118,01085463508,qeethxqfr@knu.ac.kr,우주공학부,3,2.52,-
2022491232,nnmpyotssgtslzyw,박지율,19990425,01092823045,afwhrfmgw@knu.ac.kr,융합학부,3,0.40,-
2000199706,upflzucqqddotios,윤승현,20000122,01065298719,lrxsyswoj@knu.ac.kr,일반사회교육과,2,1.29,-
2004907882,nivuroqqsashhmmr,이지훈,19950220,01023816664,hwgmolujm@knu.ac.kr,사회복지학부,2,2.33,-
2020552014,jaszwejioskywltt,김연우,19800521,01084727467,doyfzntch@knu.ac.kr,의류학과식품영양학과,2,4.08,-
2025840019,yttvppyckybsxift,최은서,19820829,01010213742,tctxmigcq@knu.ac.kr,지구과학교육과,3,1.09,-
2009725727,tgqwbwqgckyupmxy,강현서,19880209,01013929549,vgudahiuh@knu.ac.kr,음악학과,3,2.15,-
2014764714,rziwmvorzautxnfr,오지원,20010826,01013577538,xagrikmvr@knu.ac.kr,지구과학교육과,2,2.50,-
2018604969,vsmsyfudsrspnnou,김연우,19890801,01088114920,mbinqdfsj@knu.ac.kr,영어교육과,4,2.11,-
2014033918,irjpqqmpybjypxni,박서하,19950608,01008110941,moaeetefi@knu.ac.kr,고분자공학과,1,1.95,-
2016459087,iaeuugukzaiavjvk,전우진,19890613,01009060595,fftmoxwpq@knu.ac.kr,전자공학부,4,2.69,-
2002810776,urazzvetcyjcgjvf,윤준영,19880802,01027216073,xhhnugtou@knu.ac.kr,불어불문학과,1,2.97,-
2007631146,mauwdugwxpakofhm,김재현,19940308,01094026659,oicmvrker@knu.ac.kr,지리교육과,2,0.70,-
2025315551,qfvartgfluwtmikx,김지우,19950404,01011895311,lpesdwlys@knu.ac.kr,바이오섬유소재학과,3,2.86,-
2011387340,lfmnafrtvgrdszic,전시연,19901216,01046030894,tgpoizotc@knu.ac.kr,아동학부,1,1.91,-
2025516656,gsxjvgdwrzntucbn,김나연,19871022,01014810806,mngdekbyb@knu.ac.kr,가정교육과,1,3.42,-
2015157209,wtwpcaniznigxecs,오준서,19861028,01063826924,pwfcwhbao@knu.ac.kr,산림과학ㆍ조경학부,4,0.95,-
2007008768,fxczqtdvncmlknwb,신민아,20010617,01012209523,ptnstxatb@knu.ac.kr,의예과,3,4.13,-
2004519208,ijygkuxiwpheedho,황지민,19930404,01024298855,xpacjxyps@knu.ac.kr,유럽어교육학부,2,3.81,-
2020418504,rvdosgusctytqefs,조승아,20040120,01079418265,dwqwcxdcg@knu.ac.kr,물리교육과,2,0.27,-
2018659240,heyjsptgakxzoyzv,이도연,19970705,01031601420,kzeeudszk@knu.ac.kr,컴퓨터학부,2,3.31,-
2021468477,mqgtmqxshszeqnyh,정재민,20041211,01091307223,eipkxqtyl@knu.ac.kr,교육학과,4,4.19,-
2001394592,zetpihfbmpwjvtma,김서하,19850121,01001681037,ovqgqvjpa@knu.ac.kr,심리학과,2,1.04,-
2007586555,akslbxbdsysfwphc,정유진,20040810,01004707721,utdapzmst@knu.ac.kr,가정교육과,4,2.18,-
2007997312,cvvtgbdmlcddyfpe,김시윤,20010702,01073709785,sxvidxvzw@knu.ac.kr,물리교육과,3,4.19,-
2000180278,elhejagxfdabgvqr,신서율,19970326,01085531979,wvkoonpus@knu.ac.kr,교육학과,3,4.29,-
2016747702,fyedcmqcaqositwj,김현준,19900325,01011498436,vykoitjpl@knu.ac.kr,기계공학부,1,2.88,-
2014940287,sciajouohlpicmdg,김한결,20040218,01030272617,wgeflhlaz@knu.ac.kr,통계학과,3,0.38,-
2001594050,lewmefndbmxvqnla,정리아,19890908,01028982429,tajwirwto@knu.ac.kr,우주공학부,3,1.95,-
2011461368,rvbpockuitofozxe,김예린,20030529,01097195302,conukptps@knu.ac.kr,지구시스템과학부,3,0.89,-
2008407043,jobrsxuaxfxmopge,김윤지,19991008,01074791765,leqelzfao@knu.ac.kr,물리학과,2,4.17,-
2005070082,abclnopriwmluckx,장유하,19870314,01093153286,nnhsltoaw@knu.ac.kr,간호학과,2,0.27,-
2008691812,rgtuzonwowthpvbk,박윤지,19980116,01023267153,xfzbhlymz@knu.ac.kr,물리학과,1,2.97,-
2006233408,agzbvxunxlsaeuyg,김하람,19961219,01017155766,aleyalzvr@knu.ac.kr,원예과학과,4,3.01,-
2004259312,klqilbintocdsglq,정지은,19911014,01036540941,wwkniicyl@knu.ac.kr,치의예과,4,4.10,-
2025073515,yvmxnylqtxdyqkqz,김윤우,19820904,01040433437,ybusvqbgr@knu.ac.kr,물리학과,1,4.02,-
2018403549,amtfyhnzhjogylnw,전채아,19870705,01009861808,alhizjqhm@knu.ac.kr,영어교육과,3,2.15,-
2021281770,kwrwdviondjosrsd,김은성,19870801,01068647371,hgnxjoofz@knu.ac.kr,문헌정보학과,3,1.72,-
2004699185,tthwqvlewxhpfyhb,안예원,19821027,01039015332,dpulyibyt@knu.ac.kr,사학과,3,2.47,-
2010151526,zrawhazfxqrmmtdx,김은채,19880127,01045574186,lnipmdoah@knu.ac.kr,독어독문학과,2,1.44,-
2011424896,hgsbmbxecbkunemv,정민준,20030109,01015048428,lwovclrry@knu.ac.kr,의류학과식품영양학과,4,1.18,-
2006844653,mhyqlovaqtwshlpx,정세은,20000109,01086800928,ngtgoxbpo@knu.ac.kr,국어교육과,3,0.46,-
2022310220,pwsnibyfoxlcctgi,김지원,19880527,01028301536,ymggkumbw@knu.ac.kr,스마트모빌리티공학과,3,1.30,-
2019500625,suymszlzfmwybvdy,조준서,20010822,01033740407,ufiajkzpi@knu.ac.kr,화학공학과,2,1.91,-
2008330204,olcuusphpfujjhmg,임도하,19950718,01021340969,kcuqxbamb@knu.ac.kr,사회복지학부,1,4.23,-
2025814402,vjtvjennrieroaiw,박유준,19890824,01024749736,qrnmndevj@knu.ac.kr,일어일문학과,1,4.24,-
2022714898,yswexqqhmkmiufel,김서진,19990404,01016834704,raimucgjk@knu.ac.kr,미술학과,2,0.12,-
2010668901,dyeeiadquwuuupxv,정리아,19990208,01002971068,qewtcirrr@knu.ac.kr,지리학과,1,1.08,-
2002317664,buiqbcnyejstvfle,이은성,20011118,01048902520,iuxwrirlu@knu.ac.kr,물리교육과,2,3.88,-
2025007445,lvibhywwkrcylxkz,박서현,20040103,01086231841,ijfibirhk@knu.ac.kr,전자공학부,2,4.10,-
2021704275,akxbryyhgfdwvdup,이서우,19910306,01059673245,woiraalqz@knu.ac.kr,통계학과,3,3.72,-
2024897428,uhixbmubfnsqvrpx,박지한,19810322,01094579032,icqqxfikb@knu.ac.kr,국어국문학과,3,0.46,-
2008327760,zuoeprbocpqnhwzn,최민성,19900720,01016794147,vdgiyelfg@knu.ac.kr,수학과,1,1.25,-
2011149905,hldygwzhcequjgoq,김지율,19831112,01067438818,oiubvlxnh@knu.ac.kr,식품공학부,2,0.53,-
2020729039,cwuebfhricusthpr,김하율,19801123,01028620380,uvecltter@knu.ac.kr,응용생명과학부,1,0.72,-
2021690878,soovgnbmzyzuzvsi,한연우,20000917,01037045805,zmeydsbtb@knu.ac.kr,바이오섬유소재학과,3,3.22,-
2011277912,yopztqvpbtbgruxm,이예성,19860105,01080194705,vjeihjrsz@knu.ac.kr,농산업학과,3,1.63,-
2015536996,xpcxrcpdidbzktxm,이하준,19960412,01090672615,xetntkpmr@knu.ac.kr,체육교육과,4,1.82,-
2013749830,mcalsayuckqwijby,김준,20060901,01092200612,harsiproq@knu.ac.kr,국어교육과,3,2.87,-
2009618479,otoylqcrfezrgsaz,박채아,19810316,01040642737,pyopwvgxx@knu.ac.kr,지구시스템과학부,2,3.90,-
2007375430,rjanjnyyclutzrdu,이시현,19810809,01028142880,ycngcguys@knu.ac.kr,한문학과,1,1.29,-
2007578919,louiiiswztzhwsdd,이지안,20010120,01039523860,ksedgxqpw@knu.ac.kr,융합학부,3,1.79,-
2021185331,uloxvozwcgmjjvju,김율,19920517,01017024722,bvvbdyncx@knu.ac.kr,역사교육과,2,3.66,-
2006851671,cqjsgmyvekwpmslf,김서진,20010926,01006901236,manuokuvj@knu.ac.kr,식품공학부,1,0.73,-
2013730103,eqjimxciflebwtkh,조지수,19840728,01073476793,nrduteczw@knu.ac.kr,바이오섬유소재학과,2,4.15,-
2009006757,rpfrymgrupxikdnc,김소이,19800729,01086841014,rqbzzcokk@knu.ac.kr,의류학과식품영양학과,2,1.43,-
2003115211,termtgizqtaugeiu,김승민,19821225,01045220214,frhyljiyv@knu.ac.kr,정치외교학과,4,4.08,-
2025310378,pswiimjqqqtoibii,최서우,19880710,01074331762,jusxuvrjc@knu.ac.kr,기계공학부,1,3.87,-
2025775333,fhnibiczhapammpm,임주하,19901007,01000698156,rshpswofs@knu.ac.kr,신소재공학부,3,0.52,-
2025592316,xtljupeeijhhgwmv,김지민,19950611,01051605974,oyvteowaj@knu.ac.kr,수학과,3,1.22,-
2021487260,hoyklcrudwyqlajj,김재현,19970206,01099806279,itbyxbnyn@knu.ac.kr,건축학부,4,0.69,-
2003644398,jstymmzvkagideen,이은찬,19820409,01019816523,ugxvsikkd@knu.ac.kr,수학교육과,2,0.56,-
